Index,Smiles1,Smiles2,molar1,molar2,DES melting temperature,Smiles,,groups
410,CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6,0.4,274,CCCCCCCC(=O)O.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,63
411,CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,0.3,279,CCCCCCCC(=O)O.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,63
412,CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8,0.2,284,CCCCCCCC(=O)O.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,63
413,CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.9,0.1,286,CCCCCCCC(=O)O.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,63
414,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.09,0.91,318.49,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
415,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.2,0.8,312.05,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
416,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.3,0.7,302.51,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
417,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.4,0.6,296.95,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
418,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.5,0.5,284.16,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
419,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.59,0.41,274.98,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
420,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.7,0.3,275.45,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
421,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.8,0.2,280.16,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
422,CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,0.9,0.1,285.13,CCCCCCCC(=O)O.Cc1ccc(C(C)C)c(O)c1,.,64
423,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.102,0.898,586.9,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
424,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.204,0.796,563.6,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
425,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.306,0.694,525.7,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
426,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.397,0.603,497.7,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
427,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.495,0.505,473.4,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
428,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.581,0.419,493.6,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
429,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.694,0.306,520,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
430,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.804,0.196,541.8,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
431,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.898,0.102,567.5,C[N+](C)(C)CCO.[Cl-].C[N+](C)(C)C.[Cl-],.,65
432,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.106,0.894,598.8,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
433,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.2,0.8,568.6,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
434,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.296,0.704,537.2,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
435,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.384,0.616,510,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
436,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.494,0.506,473.8,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
437,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.589,0.411,483.6,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
438,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.695,0.305,503.8,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
439,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.763,0.237,513.6,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
440,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.879,0.121,539.9,C[N+](C)(C)CCO.[Cl-].[Cl-].[NH4+],.,66
441,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.052,0.948,557.85,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
442,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.101,0.899,512.35,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
443,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.151,0.849,478.98,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
444,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,0.8,431.68,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
445,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,0.75,387.12,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
446,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.314,0.686,343.55,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
447,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,348.98,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
448,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.451,0.549,356.75,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
449,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.499,0.501,364.05,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
450,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.552,0.448,370.98,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
451,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,0.4,379.48,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
452,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,0.35,384.02,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
453,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,0.3,393.48,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
454,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.748,0.252,397.98,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
455,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,0.2,404.48,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
456,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,0.15,411.35,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
457,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.898,0.102,418.28,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
458,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.938,0.062,423.15,O=C(O)CC(O)(CC(=O)O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,67
459,O=C(O)C1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,0.5,265,O=C(O)C1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,68
460,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,0.9,308.182,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
461,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,0.8,298.9,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
462,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,0.7,289.19,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
463,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.4,0.6,275.455,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
464,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,0.5,262.12,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
465,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,0.3,273.434,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
466,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8,0.2,278.687,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
467,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.9,0.1,283.535,O=C(O)CCC1CCCCC1.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,.,69
468,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.102,0.898,549.5,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
469,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.201,0.799,512.2,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
470,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.302,0.698,494.3,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
471,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.402,0.598,468.4,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
472,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.501,0.499,448.6,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
473,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.603,0.397,413.4,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
474,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.703,0.297,384,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
475,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.802,0.198,393.8,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
476,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.901,0.099,415.9,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CC(=O)[O-],.,70
477,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.102,0.898,516.9,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
478,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.198,0.802,468.3,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
479,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.301,0.699,416.7,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
480,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.401,0.599,372.3,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
481,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.501,0.499,328.7,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
482,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.605,0.395,340.4,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
483,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.7,0.3,368.9,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
484,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.8,0.2,394.2,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
485,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.9,0.1,429.6,CC12CCC(CC1=O)C2(C)C.C[N+](C)(C)CCO.[Cl-],.,71
486,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.5,0.5,385.15,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,72
487,OC[C@@H](O)[C@@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.394,0.606,377.3,OC[C@@H](O)[C@@H](O)CO.CCC[N+](CCC)(CCC)CCC.[Br-],.,73
488,OC[C@@H](O)[C@@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.497,0.503,363.3,OC[C@@H](O)[C@@H](O)CO.CCC[N+](CCC)(CCC)CCC.[Br-],.,73
489,OC[C@@H](O)[C@@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.598,0.402,347.8,OC[C@@H](O)[C@@H](O)CO.CCC[N+](CCC)(CCC)CCC.[Br-],.,73
490,OC[C@@H](O)[C@@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.694,0.306,376.6,OC[C@@H](O)[C@@H](O)CO.CCC[N+](CCC)(CCC)CCC.[Br-],.,73
491,OC[C@@H](O)[C@@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.81,0.19,385.2,OC[C@@H](O)[C@@H](O)CO.CCC[N+](CCC)(CCC)CCC.[Br-],.,73
492,OC[C@@H](O)[C@@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.333333333,0.666666667,273.15,OC[C@@H](O)[C@@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,74
493,OC[C@@H](O)[C@@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.4,0.6,263.15,OC[C@@H](O)[C@@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,74
494,OC[C@@H](O)[C@@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.5,0.5,257.15,OC[C@@H](O)[C@@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,74
495,OC[C@@H](O)[C@@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.6,0.4,265.15,OC[C@@H](O)[C@@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,74
496,OC[C@@H](O)[C@@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.666666667,0.333333333,303.15,OC[C@@H](O)[C@@H](O)CO.C[N+](C)(C)CCO.[Cl-],.,74
497,CC[NH3+].[Cl-],NC(N)=O,0.249,0.751,342.193,CC[NH3+].[Cl-].NC(N)=O,.,75
498,CC[NH3+].[Cl-],NC(N)=O,0.33,0.67,318.541,CC[NH3+].[Cl-].NC(N)=O,.,75
499,CC[NH3+].[Cl-],NC(N)=O,0.396,0.604,300.454,CC[NH3+].[Cl-].NC(N)=O,.,75
500,CC[NH3+].[Cl-],NC(N)=O,0.492,0.508,303.237,CC[NH3+].[Cl-].NC(N)=O,.,75
501,CC[NH3+].[Cl-],NC(N)=O,0.659,0.341,319.237,CC[NH3+].[Cl-].NC(N)=O,.,75
502,CC[NH3+].[Cl-],NC(N)=O,0.741,0.259,332.107,CC[NH3+].[Cl-].NC(N)=O,.,75
503,OCCO,CC(=O)[O-].C[N+](C)(C)CCO,0.67,0.33,296.15,OCCO.CC(=O)[O-].C[N+](C)(C)CCO,.,76
504,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.75,0.25,259.85,OCCO.CCC[N+](CCC)(CCC)CCC.[Br-],.,77
505,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.8,0.2,249.75,OCCO.CCC[N+](CCC)(CCC)CCC.[Br-],.,77
506,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.833333333,0.166666667,255.65,OCCO.CCC[N+](CCC)(CCC)CCC.[Br-],.,77
507,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.75,0.25,259.85,OCCO.CCC[N+](CCC)(CCC)CCC.[Cl-],.,78
508,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.8,0.2,249.75,OCCO.CCC[N+](CCC)(CCC)CCC.[Cl-],.,78
509,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.833333333,0.166666667,255.65,OCCO.CCC[N+](CCC)(CCC)CCC.[Cl-],.,78
510,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.67,0.33,248.22,OCCO.CCCC[N+](CCCC)(CCCC)CCCC.[Br-],.,79
511,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.666666667,0.333333333,243.02,OCCO.CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],.,80
512,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.75,0.25,242.27,OCCO.CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],.,80
513,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,0.2,256.31,OCCO.CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],.,80
514,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.333333333,0.666666667,424.32,OCCO.[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,.,81
515,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.666666667,0.333333333,322.17,OCCO.[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,.,81
516,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.75,0.25,321.06,OCCO.[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,.,81
517,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.833333333,0.166666667,333.5,OCCO.[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,.,81
518,OCCO,C[N+](C)(C)CCO.[Cl-],0.667,0.333,262.28,OCCO.C[N+](C)(C)CCO.[Cl-],.,82
519,OCCO,C[N+](C)(C)CCO.[Cl-],0.75,0.25,265.19,OCCO.C[N+](C)(C)CCO.[Cl-],.,82
520,OCCO,C[N+](C)(C)CCO.[Cl-],0.8,0.2,236.71,OCCO.C[N+](C)(C)CCO.[Cl-],.,82
521,OCCO,C[N+](C)(C)CCO.[Cl-],0.833,0.167,237.71,OCCO.C[N+](C)(C)CCO.[Cl-],.,82
522,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.5,0.5,352.08,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
523,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.6,0.4,322.42,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
524,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.636363636,0.363636364,288.8,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
525,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.666666667,0.333333333,230.03,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
526,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.75,0.25,226.9,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
527,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.8,0.2,223.81,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
528,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.833333333,0.166666667,224.6,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
529,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.888888889,0.111111111,269.37,OCCO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],.,83
530,OCCO,CC[NH+](CC)CCO.[Cl-],0.666666667,0.333333333,242.15,OCCO.CC[NH+](CC)CCO.[Cl-],.,84
531,OCCO,CC[NH+](CC)CCO.[Cl-],0.75,0.25,250.9,OCCO.CC[NH+](CC)CCO.[Cl-],.,84
532,OCCO,CC[NH+](CC)CCO.[Cl-],0.8,0.2,251.48,OCCO.CC[NH+](CC)CCO.[Cl-],.,84
533,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.285714286,0.714285714,310.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
534,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.333333333,0.666666667,283.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
535,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,286.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
536,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,0.5,293.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
537,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,0.4,301.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
538,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.666666667,0.333333333,306.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
539,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.714285714,0.285714286,309.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
540,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.75,0.25,313.15,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,85
541,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.75,0.25,237.4,OCc1ccco1.C[N+](C)(C)CCO.[Cl-],.,86
542,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.8,0.2,238.6,OCc1ccco1.C[N+](C)(C)CCO.[Cl-],.,86
543,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.833333333,0.166666667,239.4,OCc1ccco1.C[N+](C)(C)CCO.[Cl-],.,86
544,O=C(O)c1cc(O)c(O)c(O)c1,C[N+](C)(C)CCO.[Cl-],0.33,0.67,350.15,O=C(O)c1cc(O)c(O)c(O)c1.C[N+](C)(C)CCO.[Cl-],.,87
545,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.285714286,0.714285714,317.15,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,88
546,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.333333333,0.666666667,288.15,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,88
547,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,297.15,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,88
548,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,0.5,304.15,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,88
549,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,0.4,312.15,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,88
