Type,index,HBA,Smiles1,CAS_HBA,molar1,HBD,Smiles2,CAS_HBD,molar2,Set,T/K,Viscosity,Log viscosity,Smiles,,group,HBA Count1,HBD Count1,HBA Count2,HBD Count2,,Normal_T
III,993,Tetrapropylammonium bromide,CCC[N+](CCC)(CCC)CCC.[Br-],1941-30-6,0.2,Triethylene glycol,OCCOCCOCCO,112-27-6,0.8,training,298.15,73.74,4.3,CCC[N+](CCC)(CCC)CCC.[Br-].OCCOCCOCCO,.,84,0,0,4,2,,-1.014488028
III,994,Tetrapropylammonium bromide,CCC[N+](CCC)(CCC)CCC.[Br-],1941-30-6,0.2,Triethylene glycol,OCCOCCOCCO,112-27-6,0.8,training,303.15,61.8,4.12,CCC[N+](CCC)(CCC)CCC.[Br-].OCCOCCOCCO,.,84,0,0,4,2,,-0.768514271
III,995,Tetrapropylammonium bromide,CCC[N+](CCC)(CCC)CCC.[Br-],1941-30-6,0.29,Triethylene glycol,OCCOCCOCCO,112-27-6,0.71,training,303.15,78.2,4.36,CCC[N+](CCC)(CCC)CCC.[Br-].OCCOCCOCCO,.,84,0,0,4,2,,-0.768514271
III,996,Tetrapropylammonium bromide,CCC[N+](CCC)(CCC)CCC.[Br-],1941-30-6,0.29,Triethylene glycol,OCCOCCOCCO,112-27-6,0.71,training,353.15,11.8,2.47,CCC[N+](CCC)(CCC)CCC.[Br-].OCCOCCOCCO,.,84,0,0,4,2,,1.691223299
III,997,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,298.15,32.66,3.49,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,-1.014488028
III,998,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,303.15,27.39,3.31,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,-0.768514271
III,999,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,313.15,21.95,3.09,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,-0.276566757
III,1000,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,318.15,18.6,2.92,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,-0.030593
III,1001,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,328.15,14.07,2.64,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,0.461354514
III,1002,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,training,333.15,12.89,2.56,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,0.707328271
III,1003,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,293.15,49.32,3.9,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-1.260461785
III,1004,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,298.15,38.72,3.66,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-1.014488028
III,1005,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,303.15,30.91,3.43,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.768514271
III,1006,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,313.15,22.87,3.13,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.276566757
III,1007,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,318.15,19.82,2.99,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.030593
III,1008,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,328.15,16.79,2.82,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,0.461354514
III,1009,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,training,333.15,15.71,2.75,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,0.707328271
III,1010,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,training,298.15,55.13,4.01,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-1.014488028
III,1011,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,training,313.15,27.21,3.3,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.276566757
III,1012,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,training,318.15,26.96,3.29,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.030593
III,1013,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,training,328.15,24.85,3.21,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,0.461354514
III,1014,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,training,333.15,16.99,2.83,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,0.707328271
III,1015,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.8,training,298.15,121.1,4.8,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)CCC(=O)O,.,86,0,0,2,1,,-1.014488028
III,1016,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,training,293.15,32.69,3.49,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-1.260461785
III,1017,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,training,298.15,25.97,3.26,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-1.014488028
III,1018,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,training,308.15,18.93,2.94,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-0.522540514
III,1019,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,training,313.15,17.35,2.85,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-0.276566757
III,1020,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,training,328.15,12.61,2.53,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,0.461354514
III,1021,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,293.15,46.78,3.85,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-1.260461785
III,1022,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,288.15,41.69,3.73,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-1.506435542
III,1023,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,298.15,27.05,3.3,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-1.014488028
III,1024,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,303.15,22.59,3.12,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-0.768514271
III,1025,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,313.15,19.31,2.96,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-0.276566757
III,1026,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,training,318.15,16.25,2.79,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-0.030593
III,1027,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,293.15,333.02,5.81,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,-1.260461785
III,1028,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,298.15,236.59,5.47,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,-1.014488028
III,1029,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,308.15,128.73,4.86,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,-0.522540514
III,1030,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,313.15,97.59,4.58,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,-0.276566757
III,1031,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,323.15,59.78,4.09,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,0.215380757
III,1032,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,328.15,52.53,3.96,CC[N+](C)(CC)CC.[Cl-].OCC(O)CO,.,94,0,0,3,3,,0.461354514
III,1033,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,293.15,170.21,5.14,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,-1.260461785
III,1034,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,298.15,117.46,4.77,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,-1.014488028
III,1035,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,308.15,69.03,4.23,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,-0.522540514
III,1036,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,313.15,54.36,4,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,-0.276566757
III,1037,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,323.15,37.18,3.62,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,0.215380757
III,1038,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,DL-lactic acid,CC(C(=O)O)O,598-82-3,0.667,training,328.15,32.66,3.49,CC[N+](C)(CC)CC.[Cl-].CC(C(=O)O)O,.,93,0,0,2,2,,0.461354514
III,1039,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,293.15,129.47,4.86,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,-1.260461785
III,1040,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,298.15,96.45,4.57,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,-1.014488028
III,1041,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,308.15,56.09,4.03,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,-0.522540514
III,1042,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,313.15,45.15,3.81,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,-0.276566757
III,1043,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,323.15,32.23,3.47,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,0.215380757
III,1044,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,328.15,28.65,3.36,CC[N+](C)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,91,0,0,2,1,,0.461354514
¢ô,1045,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.11,Ethylene glycol,OCCO,107-21-1,0.89,training,293.15,117,4.76,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-1.260461785
¢ô,1046,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.11,Ethylene glycol,OCCO,107-21-1,0.89,training,303.15,66,4.19,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-0.768514271
¢ô,1047,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.11,Ethylene glycol,OCCO,107-21-1,0.89,training,333.15,18,2.89,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,0.707328271
¢ô,1048,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.125,Ethylene glycol,OCCO,107-21-1,0.875,training,293.15,149,5,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-1.260461785
¢ô,1049,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.125,Ethylene glycol,OCCO,107-21-1,0.875,training,303.15,81,4.39,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-0.768514271
¢ô,1050,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.125,Ethylene glycol,OCCO,107-21-1,0.875,training,323.15,31,3.43,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,0.215380757
¢ô,1051,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.125,Ethylene glycol,OCCO,107-21-1,0.875,training,333.15,21,3.04,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,0.707328271
¢ô,1052,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.14,Ethylene glycol,OCCO,107-21-1,0.86,training,293.15,227,5.42,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-1.260461785
¢ô,1053,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.14,Ethylene glycol,OCCO,107-21-1,0.86,training,303.15,120,4.79,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,-0.768514271
¢ô,1054,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.14,Ethylene glycol,OCCO,107-21-1,0.86,training,323.15,42,3.74,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,0.215380757
¢ô,1055,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.14,Ethylene glycol,OCCO,107-21-1,0.86,training,333.15,28,3.33,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,0.707328271
¢ô,1056,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.143,Glycerol,OCC(O)CO,56-81-5,0.857,training,343.15,115,4.74,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,1.199275785
¢ô,1057,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.143,Glycerol,OCC(O)CO,56-81-5,0.857,training,293.15,3500,8.16,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-1.260461785
¢ô,1058,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.143,Glycerol,OCC(O)CO,56-81-5,0.857,training,313.15,767,6.64,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-0.276566757
¢ô,1059,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.143,Glycerol,OCC(O)CO,56-81-5,0.857,training,333.15,203,5.31,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,0.707328271
¢ô,1060,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.167,Glycerol,OCC(O)CO,56-81-5,0.833,training,333.15,323,5.78,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,0.707328271
¢ô,1061,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.167,Glycerol,OCC(O)CO,56-81-5,0.833,training,283.15,18018,9.8,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-1.752409299
¢ô,1062,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.167,Glycerol,OCC(O)CO,56-81-5,0.833,training,293.15,8899,9.09,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-1.260461785
¢ô,1063,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.167,Glycerol,OCC(O)CO,56-81-5,0.833,training,313.15,1418,7.26,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-0.276566757
¢ô,1064,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.167,Glycerol,OCC(O)CO,56-81-5,0.833,training,323.15,646,6.47,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,0.215380757
¢ô,1065,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,353.15,200,5.3,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,1.691223299
¢ô,1066,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,288.15,28104,10.24,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-1.506435542
¢ô,1067,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,313.15,3330,8.11,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,-0.276566757
¢ô,1068,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,323.15,1400,7.24,C(=O)([O-])[O-].[K+].[K+].OCC(O)CO,.,2,3,0,3,3,,0.215380757
¢ô,1069,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,293.15,76.59,4.34,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,-1.260461785
¢ô,1070,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,298.15,60.48,4.1,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,-1.014488028
¢ô,1071,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,308.15,39.29,3.67,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,-0.522540514
¢ô,1072,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,313.15,32.37,3.48,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,-0.276566757
¢ô,1073,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,328.15,19.04,2.95,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,0.461354514
¢ô,1074,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,338.15,14.02,2.64,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,0.953302028
¢ô,1075,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,343.15,12.16,2.5,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,1.199275785
¢ô,1076,Sodium dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],629-25-4,0.2,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.8,training,353.15,9.35,2.23,CCCCCCCCCCCC(=O)[O-].[Na+].CCCCCCCCCC(=O)O,.,40,2,0,1,1,,1.691223299
¢ô,1077,Zinc chloride,Cl[Zn]Cl,7646-85-7,0.2,Acetamide,CC(=O)N,60-35-5,0.8,training,298,1800,7.5,Cl[Zn]Cl.CC(=O)N,.,180,0,0,1,1,,-1.021867241
¢õ,1078,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,293.15,25.06,3.22,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-1.260461785
¢õ,1079,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,298.13,21.05,3.05,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-1.015471923
¢õ,1080,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,313.15,11.66,2.46,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.276566757
¢õ,1081,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,323.15,8.48,2.14,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,0.215380757
¢õ,1082,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,328.15,7.33,1.99,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,0.461354514
¢õ,1083,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,338.15,5.67,1.74,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,0.953302028
¢õ,1084,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,training,343.15,5.04,1.62,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,1.199275785
¢õ,1085,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,training,298.13,21.49,3.07,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-1.015471923
¢õ,1086,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,training,303.15,17.47,2.86,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.768514271
¢õ,1087,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,training,313.15,12.05,2.49,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.276566757
¢õ,1088,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,training,318.15,10.31,2.33,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.030593
¢õ,1089,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,training,328.15,7.75,2.05,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,0.461354514
