Type,index,HBA,Smiles1,CAS_HBA,molar1,HBD,Smiles2,CAS_HBD,molar2,Set,T/K,Viscosity,Log viscosity,Smiles,,group,HBA Count1,HBD Count1,HBA Count2,HBD Count2,,Normal_T
III,537,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,Glycerol,OCC(O)CO,56-81-5,0.95,training,283.15,654,6.48,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.752409299
III,538,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,Glycerol,OCC(O)CO,56-81-5,0.95,training,293.15,314,5.75,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.260461785
III,539,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,Glycerol,OCC(O)CO,56-81-5,0.95,training,303.15,163,5.09,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,540,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,Glycerol,OCC(O)CO,56-81-5,0.95,training,308.15,120,4.79,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.522540514
III,541,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,283.15,700,6.55,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.752409299
III,542,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,288.15,503,6.22,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.506435542
III,543,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,298.15,247,5.51,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.014488028
III,544,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,303.15,180,5.19,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,545,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,313.15,98,4.58,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.276566757
III,546,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.1,Glycerol,OCC(O)CO,56-81-5,0.9,training,318.15,74,4.3,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,547,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.15,Glycerol,OCC(O)CO,56-81-5,0.85,training,298.15,380,5.94,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.014488028
III,548,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.15,Glycerol,OCC(O)CO,56-81-5,0.85,training,303.15,270,5.6,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,549,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.15,Glycerol,OCC(O)CO,56-81-5,0.85,training,313.15,140,4.94,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.276566757
III,550,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.15,Glycerol,OCC(O)CO,56-81-5,0.85,training,318.15,107,4.67,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,551,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.15,Glycerol,OCC(O)CO,56-81-5,0.85,training,328.15,60,4.09,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.461354514
III,552,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,293.15,503,6.22,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.260461785
III,553,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,303.15,246,5.51,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,554,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,308.15,178,5.18,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.522540514
III,555,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,318.15,98,4.58,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,556,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,323.15,86,4.45,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.215380757
III,557,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,293.15,578.2,6.36,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.260461785
III,558,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,298.15,400.3,5.99,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.014488028
III,559,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,308.15,205.1,5.32,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.522540514
III,560,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,313.15,151.7,5.02,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.276566757
III,561,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Glycerol,OCC(O)CO,56-81-5,0.8,training,323.15,87.96,4.48,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.215380757
III,562,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Glycerol,OCC(O)CO,56-81-5,0.75,training,293.15,450,6.11,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.260461785
III,563,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Glycerol,OCC(O)CO,56-81-5,0.75,training,303.15,229,5.43,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,564,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Glycerol,OCC(O)CO,56-81-5,0.75,training,308.15,169,5.13,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.522540514
III,565,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Glycerol,OCC(O)CO,56-81-5,0.75,training,318.15,95,4.55,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,566,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Glycerol,OCC(O)CO,56-81-5,0.75,training,323.15,73,4.29,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.215380757
III,567,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,298.15,401,5.99,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.014488028
III,568,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,303.15,295,5.69,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,569,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,313.15,160,5.08,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.276566757
III,570,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,318.15,120,4.79,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,571,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,328.15,71,4.26,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.461354514
III,572,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.3,Glycerol,OCC(O)CO,56-81-5,0.7,training,333.15,55,4.01,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.707328271
III,573,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,323.15,81.59,4.4,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.215380757
III,574,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,333.15,53.81,3.99,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.707328271
III,575,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,353.15,26.33,3.27,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,1.691223299
III,576,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,363.15,19.59,2.98,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,2.183170814
III,577,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,298,376,5.93,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.021867241
III,578,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,293.15,514.6,6.24,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-1.260461785
III,579,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,303.15,265.7,5.58,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.768514271
III,580,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,308.15,197,5.28,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.522540514
III,581,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,318.15,114.7,4.74,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,-0.030593
III,582,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Glycerol,OCC(O)CO,56-81-5,0.667,training,323.15,89.81,4.5,C[N+](C)(C)CCO.[Cl-].OCC(O)CO,.,147,1,1,3,3,,0.215380757
III,583,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,293.15,779.4,6.66,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,-1.260461785
III,584,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,298.15,547.9,6.31,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,-1.014488028
III,585,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,308.15,290.6,5.67,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,-0.522540514
III,586,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,313.15,218.6,5.39,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,-0.276566757
III,587,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,323.15,130.1,4.87,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,0.215380757
III,588,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,328.15,102.9,4.63,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,0.461354514
III,589,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,338.15,67.03,4.21,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,0.953302028
III,590,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,343.15,55.25,4.01,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,1.199275785
III,591,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Glycolic acid,C(C(=O)O)O,79-14-1,0.5,training,353.15,38.91,3.66,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)O,.,125,1,1,2,2,,1.691223299
III,592,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.4,Hexafluoroisopropanol,C(C(F)(F)F)(C(F)(F)F)O,920-66-1,0.6,training,298.15,40,3.69,C[N+](C)(C)CCO.[Cl-].C(C(F)(F)F)(C(F)(F)F)O,.,126,1,1,1,1,,-1.014488028
III,593,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,298.15,226.8,5.42,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,-1.014488028
III,594,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,303.15,164.5,5.1,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,-0.768514271
III,595,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,313.15,93.62,4.54,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,-0.276566757
III,596,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,318.15,72.54,4.28,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,-0.030593
III,597,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,328.15,46.28,3.83,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,0.461354514
III,598,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,333.15,37.95,3.64,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,0.707328271
III,599,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,343.15,26.22,3.27,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,1.199275785
III,600,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.667,training,348.15,22.23,3.1,C[N+](C)(C)CCO.[Cl-].CC(=O)CCC(=O)O,.,138,1,1,2,1,,1.445249542
III,601,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,338.15,76,4.33,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,0.953302028
III,602,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,353.15,46.2,3.83,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,1.691223299
III,603,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,308.15,359,5.88,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-0.522540514
III,604,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,318.15,173,5.15,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-0.030593
III,605,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,343.15,55,4.01,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,1.199275785
III,606,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.667,training,363.15,30,3.4,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,2.183170814
III,607,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,298.15,1389,7.24,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-1.014488028
III,608,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,303.15,982.9,6.89,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-0.768514271
III,609,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,313.15,524.5,6.26,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-0.276566757
III,610,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,318.15,393.9,5.98,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-0.030593
III,611,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,328.15,233.8,5.45,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,0.461354514
III,612,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,333.15,184.4,5.22,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,0.707328271
III,613,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,343.15,118.7,4.78,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,1.199275785
III,614,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,348.15,96.66,4.57,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,1.445249542
III,615,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.5,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.5,training,323,297,5.69,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,0.208001545
III,616,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.667,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.333,training,298.15,1460.3,7.29,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,-1.014488028
III,617,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.667,Malonic acid,C(C(=O)O)C(=O)O,141-82-2,0.333,training,323.15,315,5.75,C[N+](C)(C)CCO.[Cl-].C(C(=O)O)C(=O)O,.,124,1,1,2,2,,0.215380757
III,618,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,293.15,170.64,5.14,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,-1.260461785
III,619,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,303.15,92.75,4.53,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,-0.768514271
III,620,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,308.15,71.68,4.27,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,-0.522540514
III,621,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,318.15,43.94,3.78,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,-0.030593
III,622,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,323.15,35.45,3.57,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,0.215380757
III,623,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.55,P-chlorophenol,C1=CC(=CC=C1O)Cl,106-48-9,0.45,training,333.15,23.5,3.16,C[N+](C)(C)CCO.[Cl-].C1=CC(=CC=C1O)Cl,.,134,1,1,1,1,,0.707328271
III,624,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,293.15,133.68,4.9,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,-1.260461785
III,625,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,303.15,75.5,4.32,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,-0.768514271
III,626,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,308.15,58.57,4.07,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,-0.522540514
III,627,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,318.15,36.17,3.59,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,-0.030593
III,628,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,323.15,28.83,3.36,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,0.215380757
III,629,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,P-cresol,CC1=CC=C(C=C1)O,106-44-5,0.667,training,333.15,19.6,2.98,C[N+](C)(C)CCO.[Cl-].CC1=CC=C(C=C1)O,.,143,1,1,1,1,,0.707328271
III,630,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Phenol,Oc1ccccc1,108-95-2,0.86,training,293.15,27.03,3.3,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-1.260461785
III,631,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Phenol,Oc1ccccc1,108-95-2,0.86,training,303.15,16.82,2.82,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.768514271
III,632,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Phenol,Oc1ccccc1,108-95-2,0.86,training,308.15,13.76,2.62,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.522540514
III,633,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Phenol,Oc1ccccc1,108-95-2,0.86,training,318.15,9.46,2.25,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.030593
III,634,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Phenol,Oc1ccccc1,108-95-2,0.83,training,293.15,31.96,3.46,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-1.260461785
III,635,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Phenol,Oc1ccccc1,108-95-2,0.83,training,303.15,19.75,2.98,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.768514271
III,636,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Phenol,Oc1ccccc1,108-95-2,0.83,training,308.15,16.16,2.78,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.522540514
III,637,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Phenol,Oc1ccccc1,108-95-2,0.83,training,318.15,11.26,2.42,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.030593
III,638,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Phenol,Oc1ccccc1,108-95-2,0.8,training,293.15,40.23,3.69,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-1.260461785
III,639,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Phenol,Oc1ccccc1,108-95-2,0.8,training,303.15,25.2,3.23,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.768514271
